症状,草药
341,537 786 1124
133,445 514 559 685 1039 1088 1191
344,419 438 478 510 528 565 572 637 647 671 713 790 794 813 831 879 994 1001 1052 1067
84 128 245 335,528 549 560 672 731 748 809 985 1002 1067 1084 1144 1159 1184
64 227,393 409 473 582 599 637 736 771 823 1102 1185
64,393 409 473 532 582 599 637 736 771 823 1102 1185
378,419 537 786 1026 1093 1124 1188
99 178 248 264,433 560 572 748 759 760 812 813 869 873 980 1000 1088 1144
93,425 559 608 637 656 662 685 951 1132 1175
133,558 564 582 637 650 689 771 833 834 1109 1140
99,516 573 580 629 637 722 771 793 854 1084 1144 1184
41,411 413 431 637 642 656 809 1069
100 124 327 341,411 419 528 537 646 776 786 813 914 966 1093 1124 1132
197,412 650 657 725 734 736 764 833 924 930 944 947 982 1045 1150 1163
84 128 245 335,528 549 560 672 731 748 809 985 1002 1067 1084 1144 1159 1184
208 214,633 642 736 1067
210,558 725 736 833
247,838 1047 1088
247,422 440 528 637 642 650 736 823
341,528 537 572 786 1124 1143 1188
341,565 572 776 786 951
341,419 443 537 565 572 620 686 776 786 898 919 1093 1124 1188
341,528 572 582 650 786 1093 1143 1188
341,413 537 549 786 1124 1143 1194
98 167 200,390 461 488 528 720 759 823 917 1000 1132 1134 1144 1194
51 99,422 465 528 601 637 762 788 947 992 1199
122 305,528 565 572 626 637 705 732 790 794 825 879 994 1150
252,445 559 565 665 685 716 789 869 1000 1039 1088 1144
37,449 528 537 722 1124 1151 1182 1194
211,449 528 650 1093 1107 1151
211,449 528 650 1093 1107 1151
115,458 661
200,411 600
115,458 661
211,425 480 528 549 560 574 612 731 759 813 859 911 947 1000 1084 1112 1144
359,413 422 425 637 656 674 705 764 811 947 1054 1084
229,413 428 705 746 882 1069
344,449 514 720 1088 1093
229,413 428 705 746 882 1069
100 178,413 449 637 725 951 1096
353,445 509 869 1039 1047
283,422
104,445 599 1019 1047 1091
277,445 509 537 758 816 1124 1191
50 77,585 642 720 838 1114
147,419 675 966
200,675
247,688
27 211,400 413 478 572 637 748 760 842 873 882 951 1069 1088 1134 1144
167,689 813 1093
167 178,445 449 497 591 662 689 816 839 951 1039 1088 1093
308,393 405 422 473 492 585 662 689 732 771 809 813 816 897 947 1039 1088 1102 1175
167,403
167,497 869 951 1039 1088
114,689
344,497 528 591 662 689 813 816 951 1007 1039 1088
341,419 537 701 786 819 898 1124
341,528 537 743 748 786 813 819 917 979 1008 1056 1124 1153
5 341,419 492 528 582 650 813 819 876 979 1188
341,537 701 786 819 898 1124
341,528 537 644 776 819 1124
341,442 537 672 701 743 748 786 813 819 876 898 917 979 1008 1056 1124 1136 1153
341,537 671 776 786 819 1124 1148
34 214 341,419 442 528 537 558 565 671 701 786 813 819 935 1124 1136 1179
341,537 662 759 776 1093 1124 1144 1188
341,419 442 480 528 537 707 813 819 859 1006 1107 1124
341,419 528 537 813 819 947 1124
341,558 776 819 1148 1179
341,419 442 528 537 813 819 947 1026 1124
200,537 613 707 819 947 1006 1124
341,480 707 786 813 819 859 1006 1136
341,478 514 528 776 819
5 341,419 450 480 510 537 540 549 613 776 786 859 1019 1026 1124 1125 1143 1188
341,537 717 1093 1124 1184
341,537 717 1093 1124 1184
337,610 632 687 763 766 819 897 919 947 949 960
34 357,528 537 558 701 786 819 833 914 957 1124 1143 1182 1194
341,408 419 530 537 672 743 767 819 845 874 897 914 925 949 952 955 1093 1124
5,478 813 819 1093 1182
341,413 419 519 582 650 656 809 833 947 1069 1076 1113 1140 1199
371,722 998 1039 1191
371,722 998 1039 1191
155 214,473 528 1102
214,1109 1148
152,413 428 656 760 882 951 1000 1134
152,413 428 656 760 882 951 1000 1134
37,768
248,422 424 510 613 637 981 1185
193,411 510 528 637 771 813 831 947 1001 1011
248,422 424 492 510 514 541 688 734 764 834 1159 1185
76,473 613 637 1159 1185
211,413 465 493 601 642 752 764 810 850 1069 1136 1178
44 335,413 457 535 642 788 810 1069 1144 1199
67 335,413 465 493 535 582 642 752 810 820 1066 1069 1144
320 335,413 528 535 582 642 1066 1069
67 178 184 211 261 335,465 528 535 642 788 810 1066 1144 1199
200,424 461 833
200,424 461 833
341,454 480 855 859 1119 1132
335,445 473 514 528 549 565 672 731 771 1008 1019 1088 1093 1121 1144 1185
114,473 528 752 1007 1093 1106 1136 1194
114,473 528 752 1007 1093 1106 1136 1194
252,393 422 528 548 559 608 665 685 731 808 1194
83 223 229,637 841
305,393 591 898
99,431 629 637 650 656 789 826 874 1011
197,671 1036
92 178,505 537 629 758 869 1084 1093 1124
264,537 758 869 1093 1124
76,572 629 758 771
92 178,505 537 629 758 869 1084 1093 1124
264,537 758 869 1093 1124
335,435 558 1000 1144
335,435 477 558 1144
335,537 1084 1124
344,1008
335,1196
335,403 413 565 661 726 860 1008 1117 1200
229,1036
200,422 424 608 688 1117 1159
335,559 613 981 995 1039
229,1036
93,419 422 431 478 559 565 582 608 629 637 650 656 668 669 685 771 789 808 860 1074 1102 1144 1170 1196
335,417 443 1117
305,566 591 771 789 1019 1143 1194
344,443 590 598 816 855 885 934 1103
341,758 1008 1093 1188
305,566 591 771 789 1019 1143 1194
137 335,425 528 572 629 813 947
99 305,422 433 559 607 608 629 637 760 809
139 178 314 335 341 378,477 573 585 748 787 1000
214,951
40 283 311,411 478 528 572 582
214,951
40 283 311,411 478 528 572 582
114 155,528 549 642 696 748 1036
133,445 642
227,1036
283,642 833 1143
147,675
200,629
341,869 1093 1102 1170
5,869
307,642 787 869 980 1076
5,572 869 980 1056 1153
36 345,443 597 675 689 759 816 834 1047 1134
227,461 528 1136
214,665 869
227,461 473 537 558 559 564 582 637 642 650 665 672 685 771 833 898 1008 1109 1124 1196
133,527 558 559 564 637 642 685 833 834 873 1196
133 227,429 564 572 642 808 903 1093 1117
167,591
76 335 356,532 748 759 882 1144
114 344,598 934 1039 1137 1175
283,445 497 591 611 662 731 760 771 816 951 1039 1143
50 83 305,422 473 591 672 704 771 789 825 1000 1039 1054 1084 1143
93,608 808 825
93 111 305 341,393 422 528 582 650 764 788 808 860 1143 1199
201 335,706 746
305 335,409 629 637 662 685
214,497 572 591 662 808 825 951 1039 1093 1143
305 335,409 629 637 662 685
98 318 335,411 478 528 572 637 650 668
40 283 311,411 528 572 637 650
90 100 335,457 549 637 650 741 947
200,629
200,629
184 267 357,393 422 425 528 549 572 650 720 788 813 833 1199
155,537 642 1124 1143
341,514 591 869 1008 1093
34 37 99 193 283 311 327 341,497 629 637 809 816 951 1088
34 139 286 314,574 612 746 760 1000 1144
339 357,535 574 612 760 882 951 1144
139 314,574 612 760 882 951 1000 1144
167,591 1039
339 357,535 574 612 760 882 951 1144
5,428 478 572 746 759 760 842 882 951 1000 1094 1144
5,428 478 572 746 759 760 842 882 951 1000 1094 1144
344,445 585 809 855 917 1039 1047 1088 1132 1175
9 34,449 637 722 732 813 1144
9 34,413 419 425 463 806 825 844 860 897 966
229,425 448 473 490 637 656 705 790 868 947 1035 1102
93,400 473 608 825 951 959 1017
155,537 642 1124 1143
229,582 637 656 831
239,477 559 582 608 637 685 771 787 789 808 834 858 869 1039 1144 1164 1196
5,449 661 748 1000
211,759
167 344,497 662 951 1039
167 344,403 413 475 726 759 823 968 1039
264,549 608 706 785 812 869 1093 1096
32,390 642 847 995 1036 1076 1144
23,477 573 748 787 1036
200 211,1039 1088
264,477 642 748 787 1036 1144
245,573 642 748 787 1144 1159
144 335,748 787
144 335,748 787
83,860 1019 1036 1125
133,425 473 528 748 785 1036 1056 1153
83,860 1019 1036 1125
133,425 473 528 748 785 1036 1056 1153
248,424 528 582 637 650
98,425 442 461 528 532 549 765 813
4 83,419 966 1182
385,461 528 935 1182 1188
197,463 478 528 657 813 866 947 968 1163
197,488 565 771 947 998 1194
9,626 637 703 732 794 813 894 897 1182 1188
265 274 314 349,402 419 440 529 703 707 794 828 894 897 998 1150
274,419 440 529 703 732 794 828 894 897 947 998 1150
265 274 314 349,402 419 440 529 703 707 794 828 894 897 998 1150
314 339,947
34,425 440 442 529 564 637 705 813 829 897 947 1048
34,490 498 529 564 659 703 788 897 947 1150 1199
195 211,425 620 725 748 947 1067 1137
34,490 498 529 564 659 703 788 897 947 1150 1199
239,532 692 1084
239,532 692 1084
77,422 445 637 650 662 689 752 763 823 1039 1047 1088 1102 1143 1152
341,1088
100,428 633 882
247,537 838 1124 1191
247,564 838 1194
289,564 957 1019 1125 1194
155,477 748 787 869
335,869
67 92,477 560 629 787 1144
211,433 560 759 787 869 1144
83,488 497 720 842 951
258,422 565 566 637 716 734 771
252,422 565 566 637 716 771 951 1102 1143
184 214,473 528 833 1132
211,572
184,528 532 637 813 1136 1151
167 245,558 572 672 786 813 825 869 898 947 1067 1096
211 341,425 449 759 1093
139 314,449 558 572 637 672 701 786 787 813 825 869 898 947 1067 1096 1136
344,497 591 662 816 951
133,422 537 559 637 685 771 1011 1124 1196
335,425 528 572 637 657 1002 1144 1163
99 111 172,425 528 549 574 612 947 952 1002 1080 1084 1093
270 339,419 438 498 705 831 1084
99 209,572 947 1150
23 99 209,478 626 813 897 947
314,419 438 498 507 705 831 1054
341,537 565 572 1019 1124 1143 1188
318,510 659 746 829 882 951 1144
184 318,422 449 608 771 1184
33 318,413 422 477 478 485 559 560 665 1069 1096
318,409 422 477 637 1151
153,409 422 457 549 559 637 685 1102 1159 1170 1184
298,425 528 532 558 564 574 637 650 764 813 823 876 985 1002 1102 1112 1136 1143 1144 1150 1170
56,445 528 537 633 642 650 823 1039 1124 1132 1143 1144
252,422 473 497 528 771 823 833 951 1102 1132
233,558 823 1088 1132 1175
341,528 672 752 833 1132
305,406 408 528 982 1102 1109 1132 1148 1150 1159
141,461 528 686 813 823 833 1132
305,672 748 813 1093 1132 1144
200 214 341,482 642 725 764 1125
34,419 582 650 701 813 924 935 947 1026 1132 1136 1148 1159
65,582 650 788 823 833 1109 1132 1199
5,642 764 1132
37 200,449 582 650 788 823 1132 1199
200,558 650 764 788 833 1109 1132 1199
165 200,393 582 650 764 788 833 1132 1199
200,764 788 1109 1132 1182 1199
32 372,528 672 823 982 1109 1132
341,528 549 629 672 764 833 1132 1159
210,409 528 637 764 833 1109 1132 1135
200,409 528 549 672 725 833
34 141 214 308,528 650 935 1132 1136
341,408 422 461 473 528 662 671 813 947 1102 1109 1136 1148
205,393 425 473 528 565 637 642 662 672 689 720 725 752 833 1019 1102 1132 1143 1170 1194
183,393 731 912
23,642 725 813 947
201 335,426 626 882 938 1096
335,403
329,401 564 720 838 903 1047
341,422 586 637 715 847 897 952 1093
358,1047
358,393 406 419 434 435 442 461 473 490 528 558 561 564 582 585 615 637 642 650 657 680 704 706 752 788 802 809 824 833 880 947 966 973 1019 1039 1047 1049 1064 1091 1095 1101 1109 1128 1159 1163 1168 1187 1199
4,409 411 413 462 528 558 637 672 752 824 833 992 1002 1069 1109 1136
34 141,408 442 637 701 764 813 817 833 924 935 1054 1136 1143 1168
167,422 429 478 564 637 656 661 705 813 897 922 951 984 1151
144,425 449 473 494 617 764 947 985 1093
53 92,425 494 528 549 560 565 572 574 612 637 638 731 759 813 882 951 1093 1144
198 293,406 659 941
200 341,425 434 490 549 656 813 935 955 973 1182
92 178 211,429 528 574 759 911 951 1039 1084 1144 1184
264,716 951 1144
264,716 951 1144
261 341,419 442 461 537 620 672 701 706 1019 1026 1119 1124 1182
178,528 574 911 947 951 1084 1184
17 77 155 210 347,422 564 582 720 748 752 833 1019 1036 1125 1159
341,405 559 590 662 689 735 816 885 1039 1047
167,425 637 706 715 764 806 813 985 998 1093 1144
40 359,422 449 473 528 565 650 672 764 771 816 1088 1102 1143
359,473 490 656 672 772 802 924 956 985 1102
211,422 468 477 532 549 560 633 642 692 748 787 845 1144 1159 1184
44 92 195,422 429 528 574 633 764 922 1000 1067 1084 1136 1144 1184
44 195 211,429 457 535 549 574 764 922 947 1000 1067 1084 1088 1144 1159
44 92 128 307,422 429 560 574 633 637 759 922 1000 1054 1084 1136 1144 1184
21 178,405 422 429 468 485 528 532 535 560 574 637 642 692 748 764 922 1000 1067 1084 1088 1136 1144 1159 1184
356,637
50 305,528 672 765 947 1151
26,425 429 528 582 637 650 959 1102
356,637
305 325,425 528 764 833 947 1019 1151
92 195,422 528 560 672 731 748 764 985 1136 1144
359,559 656 661 665 685 941 951 985
205,409 425 443 478 507 566 581 626 637 656 689 705 750 771 789 808 829 831 860 924 947 1007 1030 1067 1102 1144 1150 1151 1160 1170 1183
205,473 528 559 656 661 685 705 1030 1102 1143 1151 1170 1183
205,473 528 559 656 661 685 705 1030 1102 1143 1151 1170 1183
26,425 429 528 582 637 650 959 1102
205,409 425 443 478 507 566 581 626 637 656 689 705 750 771 789 808 829 831 860 924 947 1007 1030 1067 1102 1144 1150 1151 1160 1170 1183
205,473 528 559 656 661 685 705 1030 1102 1143 1151 1170 1183
115,422 662 759 813 1144
341,528 532 560 637 764 765 1184
13,425 461 509 528 637 732 764 813 897 947 1182
298 341,528 549 672 717 764 833 955 982 1093 1136 1159
211,549 627 705 1163
178 195 211,509 528 532 549 560 637 748 764 1054 1084 1093 1136 1159
21 44 73 128 178,405 425 551 637 731 764 1108 1184
139 314,409 422 637 1000 1067 1144 1184
44 92 195,528 549 574 642 696 764 824 947 1067 1084
341,505 509 637 947 1014 1093 1119 1141 1159 1184
178 195 211,429 477 509 549 560 608 633 764 845 922 1000 1010 1056 1067 1144 1153 1184
73,509 528 549 560 582 764 846 1010 1067 1136 1159 1184
21 92 195 374,425 528 764 1000 1144 1184
178,425 528 532 560 574 637 759 764 947 1000 1067 1084 1144 1184
21 92 195 374,425 528 764 1000 1144 1184
325 335 349,425 509 528 637 764 833 1136 1184
124 141 325 326,425 764 854 947 1136
359,425 528 549 637 764 813 947 1136 1182
41 229,419 539 714 750 816 924 966 1141
325 335 349,425 509 528 637 764 833 1136 1184
322,419 422 431 438 448 473 559 582 637 661 662 668 685 789 885 924 984 1017 1035 1102 1151 1170
205,409 419 422 425 438 454 473 528 637 656 661 802 831 1102 1170
359,419 422 489 539 637 656 661 764 924 1170
13,473 582 661 924 979
246,400 409 431 559 637 665 685 1184
224,409 422 528 559 582 637 642 665 685
200,760
133,558 565 637 650 833
65,424 558 771 831
102 114 214,683 917 949 1000 1039 1103
50 64 77,720
178,505 748 758 759 869 1144
13,393 422 473 565 771 951 1102
166,1117
171 283,419 497 591 646 662 731 816 828 951 1039 1175
344,422 505 662 813 816 1039 1088 1175
5 374,532 569 604 1000
184 211,425 478 574 612 659 759 813 894 897
195,425 468 535 574 692 897 947 1019 1058 1084 1093 1144 1159
133 223 359,473 528 565 573 626 656 671 705 732 790 794 825 833 866 924 951 979 1031 1062 1150
71,425 494 617 813 947 1084 1093
200,949
264,444 477 509 715 748 759 787 897 947 968 1047 1083 1088 1093 1137
298,425 440 473 488 507 565 572 607 626 637 650 656 672 705 771 790 794 805 813 825 850 892 938 951 990 1136 1143 1148 1170
335,558 607 1000 1067 1144
319,407
246,572 607 825 951
97,425 558 572 573 789 813 825 833 869 947 980 1067 1084 1096 1150
335,475
293,874
335,558 607 1000 1067 1144
248,424 528 558 582 633 642 748 833 845 1144
248,424 528 554 558 637 692 748 758 764 810 1067 1096 1144
335,475
184 248 323,528 537 789 985 1124
167,528 558 585 732 1132 1182
335,537 642 808 985 1102 1124
248,424 528 582 637 650 946 1099
248 335,549 642 657 748 764 845 947 1144 1163
147 248,424 528 549 558 564 637 657 688 692 748 764 823 833 845 876 947 1067 1096 1144 1159 1163 1200
335,403 726 748 758 939
211 214 248 261 264 305 335,549 558 692 833 912 1144 1175
167,422 425 732 951 1093 1184
167,528 558 585 732 1132 1182
102 167,528 558 706 732 947 1088 1175 1182
335,445 716 1039 1047 1088 1091 1175
214 335,445 522 528 642 662 759 985 1039 1047 1088 1143
84 178 249 305 353,522 642 662 985 1088 1143 1144
305,689 1117
335,445 522 528 642 662 759 985 1039 1088 1143
115,522 759 1039 1088 1144
41,454 528 632 935 1182
335,522 759 1039 1047 1088
335,409 422 457 478 560 608 637 668 692 764 850 854 1080 1144 1181 1184
248,528 558 764 1144 1159
305,689 1117
50 341,422 425 528 565 672 813 947
155 305,425 528 565 672 717 813 947
214,393 1019
50 155 305 341,425 528 565 672 717 813 947
98,425 473 528 565 672 813 947
167,528 662 689 813 853 897 947 1144
50 341,425 528 565 650 672 764 765 813 947
155 305 341,422 425 528 565 672 813 947
344,662 689 813 853 947 1144
305 341,549 748 758 924 929 985 1067 1093 1136
50 341,425 468 528 565 650 672 813 947
155,408 422 425 528 565 672 813 947 1019
23,422 425 473 528 565 672 717 813 1019 1125
98,528 549 706 748 924 1093 1159
83,591 760 951 1093
252,1150 1194
289,488 495 838 1047 1194
193,404 607 1074
41,393 422 478 582 637 650 694 788 1159 1199
200,411 528 650 668 764
193,393 422 478 582 637 650 656 694 788 1199
122 270 349,409 478 490 626 637 674 764 811 952
53,897 1000 1144
252,1150 1194
245,528 558 564 637 650 833 1109
27 378,425 528 626 637 668 788 897 947 1136 1150 1188 1199
341,528 720 897
34 261 341,393 473 637 752 764 833 982
142 268 349,468 637 794 804
40,422 425 549 637 732 764 813 947 1093 1182
34 268 349,498 528 610 632 637 687 764 766 1020 1188
27 378,425 528 626 637 668 788 897 947 1136 1150 1188 1199
46,422 425 478 528 574 759 813
214,824 833 982 1132
155,528 537 558 833 1124 1194
359,478 490 494 617 637 656 661 705 979 998 1102
264,528
275,528 642 686 823 833 1132 1136 1148
214,461 528 537 558 564 823 1124 1132 1148
214,824 833 982 1132
155 335,403 419 438 440 510 528 558 564 637 726 823 833 940 1132
224,425 442 528 582 650 701 947 1132 1136 1159
264,413 444 479 530 673 685 767 916 925 1069 1184
294,434 657 772 794 868 956 973 1101 1115 1163 1181
53,425 528 947 985 1067 1093 1102 1119 1170 1184
85,548 731 759 933 1000 1039 1094
252,812 869
289,834 1093 1159
12 289,838
50,442 473 528 549 558 560 564 637 771 813 823 985 1102 1136 1144 1150
335,572 574 612 760 951 998
144 335,425 528 813
184,425 565 572 812 1093
335,494 528 549 617 637 882 1067 1084 1144 1184
5,449 528
19 155,425 528 572 637 672 813 947 1067
335,650 764 1096
113,449 528 1067
335,449 528 759 1084
335,560 572 650 985 1067 1084 1144
335,494 528 549 617 637 882 1067 1084 1144 1184
27 335,425 560 572 985 1067 1093
335,425 528 549 572 731 764 897 1067 1084
341,425 537 1124 1200
27,425 759 1080
335,478 637 813 1080 1144
211,574 759 813 1112
27 335,425 449 528 572 813 1067
99,468 528 572 574 1112
335,425 528 572 813 947
211,572
283,528 1067 1080 1093
335,425 572 764 813 1067 1144
19 142 178 335,572 577 716 789 812 825 951
344,473 497 662 689 813 816 951
261,393 528 582 672 725 752 964 1132
335,488 497 572 591 789 825 951 1093 1194
279,413 428 439 478 637 707 829 882 897 951 994 1006 1069
144,558 572 574 607 612 998 1096 1200
53 211 335,549 985 1067 1102 1144
201 335,422 425 478 637 764 813 1144 1184
327,572 656 705 941 1182 1188
229,813 841 951 1129
99,572 947 1150
23,425 572 947 1150
357,425 478 813
318,572 951 1144
53 225,528 572 656 659 705 1148 1188
357,425 478 528 549 813 1188
341,419 473 528 537 833 1026 1124 1148
341,572 898 947
161 211 341,528 537 549 565 572 776 786 813 951 1093 1124
83 92 178 211 341,425 449 572 759 1093
211,478 528 537 549 565 572 650 764 1093 1124 1188
50 317 341 348,528 537 1124 1143 1188
341,528 537 565 1124 1143 1151 1188
318,528 572 813 1093 1119 1144
211 341,528 537 549 565 572 646 1093 1124 1188
211 222,449 528 537 565 572 764 1093 1119 1124 1143 1151 1188
335,425 478 509 528 572 947 951 952 1000 1067 1096
56,449 528 637 646 650 788 813 1093 1096 1151 1182 1199
335,650 947 1178
142,532 549 558 560 805 934 1084 1137 1144
9 40 305 359,422 473 497 528 566 590 591 650 662 689 731 732 764 771 789 816 825 951 1088 1102 1143 1170
27 314 349,422 425 473 528 637 813 816 1067 1074 1084 1184
335,425 528 813 1096
178 211,574 612 759 813 822 968 1144 1178
137 335,425 433 637 813 1144 1188
211,413 422 478 549 637 657 1067 1069 1084 1093 1159 1163 1184
211,449 473 532 549 572 574 692 731 1067 1084 1093 1102 1184
318,425 528 572 574 612 829 897 947 1096
56,549 637 951 1067 1093
73 335,549 764 816 1080
92 211,425 528 549 572 637 813 1002
21 211,425 528 572 759 813 830 951 1000
56,413 428 560 637 656 705 882 951 1054 1144
33 274 316,425 478 494 617 659
99,528 732 813 833 868 947 1002 1093 1148
99 141 161 167 326 357,528 549 633 947 1093 1141
335,488 497 572 591 789 825 951 1093 1194
19 335,449 558 633 662 833 1067 1093 1119 1141
274,422 440 882
167,425 478 572 813 1093
83 172,411 449 457 637 650 758 764 809 813 947 1109 1148
298,422 425 528 559 637 656 685 705 813 951
335,409 413 535 572 642 1067 1069 1096 1136 1159
335,425 498 705 829 985 1054
239,549 934 985 1067 1093
197,394 428 750 882
341,419 473 528 537 833 1026 1124 1148
167,591 771 1039
335,425 559 607 813 897 947 1039
211,528 572 720
83 92 178 211 341,425 449 572 759 1093
293 378,422 558 564 637 725 764 833
211,478 528 537 549 565 572 650 764 1093 1124 1188
5 19 56 318,528 565 572 633 637 672 813 836 947 951 1067 1096 1148
211 341,528 537 549 565 572 646 1093 1124 1188
155 305,572 642 813 951
335,528 572 607 637 813 951 1067 1093
335,528 572 642 951 1067
248,403 424 558 564 572 637 646 726 882
335,425 478 509 528 572 947 951 952 1000 1067 1096
155,425 528 672 731 813 947 1144
211,425 478 572 759 1067
353,549 740 760
211 231,528 560 574 748 759 813 1112
211,528 574 759 813 1112
335,422 425 428 478 637 668 764 813 882 1144 1184
260,590 1096
260,572 732 888 1096
308,422 473 662 689 732 897 947 1039 1052 1088 1102
305,413 425 528 564 637 731 759 788 813 823 935 985 1069 1096 1109 1136 1199
19,425 528 572 637 642 672 813 947 1067
27,449 574 911 947 1093
335,425 528 549 572 633 764 813 1084 1144
335,425 528 549 572 633 759 764 813 1084 1144
335,425 428 637 882 947 1014 1054 1067 1080 1144
178 211 341,425 565 572 812 1093
178 211 341,549 560 572
56,425 591 947 951 1093 1144 1184
56,532 560 793 939 1067 1080 1084 1144 1159
33 274 316,425 478 494 617 659
84,425 444 549 572 748 951 1151
100 144 161 178 211,425 433 478 528 572
56 92 211,549 560 572 787 1096 1144
274,422 440 882
167,425 478 572 813 1093
298,425 532 692 1080 1093 1159
184 211 318,425 494 528 549 572 574 617 637 650 731 759 764 813 951 1096 1112
21 73 324,425 528 572 633 657 659 813 1144 1163
335,528 549 764 947 985 1067 1084 1093 1144
33 100,449 478 528 549 560 572 637 897 947 1136 1151 1184
178 211 229 261,530 560 637 701 767 925 1093 1136
33,425 626 951
167,591 771 1039
344,422 445 473 497 574 597 612 662 731 759 813 816 838 947 951 1000 1039 1102 1143 1144 1175
308,528 637 764 897
178,425 813 947 1080 1119
76,425 528 952 1002 1096
228,409 413 422 582 637 692 752 1069 1170
92 211,473 478 494 528 574 612 617 659 732 813
211,468 532 572 692 731 947 985 1067 1093 1184
211 231,608 771 1039
139 314,548 665 759 771 801 823 917 933 1000 1039 1094 1196
335,478 528 558 560 813 897 947 951 1080 1144 1150
248 335,425 528 572 637 657 748 764 1159 1163
305,413 425 528 564 637 731 759 788 813 823 935 985 1069 1096 1109 1136 1199
115 335,433 450 528 572 661 695 715 759 764 1002 1084 1093
211,528 572
335,642
44 73 92,433 528 532 634 764 850 947 1054 1084 1184
133,528 559 771 834
197,720 982
197,642 644 720
347,412 657 720 930 1163
23,644 720
197,644 720 979 1144
197,720 809
197,465 657 671 720 921 1163
197,412 637 720 833 930 982 1148
197,720
197,720
197,528 720 876 979 982
56 184 323,514 720
339,720 1016
23,412 720 930 982
56 197,528 642 720
172 197 348,419 642 720 828 833 979 982 1062
32,657 720 1163
356,412 720 930 1062
197,720 1194
23,720 982 1016 1062 1194
23,720 1062
155,528 720 903
197,657 947 982 1150 1163
341,549 705 819 897 947 1134 1150
229,442 564 656 897 947 952 955 1150 1182
261,528 833 1182 1194
200,419 480 632 764 833 859 1182
56 197,528 642 720
98 214 261 335,528 765 833 1182
50 223,409 459 537 637 642 748 1067 1102 1109 1124 1159
341,405 461 528 549 772 897 956 1002
71 184 357,406 461 610 671 765 766 813 833 894 947 1182
32,468 528 532 549 1093 1159
327,461 528 632 813 894 897 947
305 378,473 480 528 537 551 672 833 859 1124 1159 1182
100,764 897 947 1136 1150
83,399 419 598 662 764 790 966 1019 1134 1136 1182
112,425 434 528 532 549 558 661 692 764 813 897 947 973 1182
8,442 463 528 1002 1084
357,442 473 528 564 637 650 668 689 759 764 813 823 1102 1109 1136 1188
155,528 720 903
34 349,468 560 637 764 1056 1153
141 148,419 442 560 897 966 1182
356,422 425 947 1184
183 223 317,442 564 626 668 897 947 1150
67,422 442 558 564 637 642 764 765
305 341 357,473 528 637 650 947 1119 1148
356,412 528 720 930
23,637 642 657 673 748 764 1163
13,422 442 528 549 564 637 668 764 947 1093
358,399 434 442 528 657 704 725 833 917 973 1163
200,461 480 528 573 668 790 833 859 955 1159 1182
325,528 672 720
32 34 165 200 341,442 626 637 668 671 788 897 947 1148 1150 1184 1199
23,720
223,422 442 564 626 637 668 706 732 764 788 897 947 1150 1199
252,431 478 788 897 947 1150 1182 1199
341,434 442 490 498 528 529 610 637 656 703 732 766 794 894 941 947 973 1115
229 357,490 656 703 705 829 897 947 1150
34 308,425 442 528 632 637 764 935 947 1019 1136 1182 1184
122,434 442 490 494 498 528 564 617 626 656 705 706 732 813 831 897 941 947 973 1188
349,422 442 478 528 558 637 650 668 1109
34 142 200 341,425 442 564 637 764 813 955 1182
371,393 434 442 473 528 564 637 973
261 341,442 528 897 947 955 1182 1188
27 34,422 425 442 564 637 650 668 764 813 897 1084 1109 1148 1188
341,549 705 819 897 947 1134 1150
296,406 442 582 788 1049 1128 1148 1199
341 357,403 440 528 720 897
261,442 490 564 668 813
200,419 480 632 764 833 859 1182
266,422 425 442 528 549 564 637 732 764 1148
34 341,425 442 528 549 564 637 668 671 764 1109 1148
308,442 461 528 564 824 833 850 1148
341,442 528 558 637 764 765 947 968 1182
34 341,425 442 620 764 935 947 955 1182
341,637 764 955 1182
223,422 442 449 564 582 637 1019
184,442 528 557 672 725 764 955 1019 1150 1182
165 200 357,442 528 564 637 672 833 947 1109 1148 1188
8,442 463 528 1002 1084
161,637 841
122 141 148 349,490 528 637 646 701 764 794 955 1182
124,442 528 564 637 650 813 1109 1148 1188
357,528 720 752 897
31,508 637 850 888 947 1150
65,558 626 642 688 788 897 947 1150 1199
210,409 422 637 752 764 772 833 956 1107 1136
341,442 528 620 632 637 672 686 833 935 1182
84,409 413 422 528 549 637 764 1069
200 341,419 632 853 1182
34,425 442 528 549 564 637 668 764 813 947 1109
200,422 442 461 528 564 582 637 646 788 1109 1132 1148 1199
308 341,461 528 564 626 668 671 672 788 897 947 1148 1150 1199
341,528 610 672 764 766 947 1019
355,399 406 434 440 442 564 657 935 973 982 1150 1163
355,399 434 442 461 528 657 752 917 973 1163 1194
349,419 481 490 657 698 947 1125 1163
349,419 481 490 498 610 657 698 766 941 1163
229 357,490 656 703 705 829 897 947 1150
223,422 442 564 637 764 771 833 1109 1136 1184
314,422 425 473 528 560 564 637 764 823 947 985 1093 1144 1184
351,393 409 422 473 528 549 637 650 662 672 689 816 823 947 1093
266,422 425 442 528 549 564 637 732 764 1148
252,558 564 637 788 823 897 1199
378,422 425 549 637 813 1143 1152 1182
308,442 461 528 564 824 833 850 1148
139 314,498 540 559 574 607 612 656 668 671 680 685 732 759 760 831 841 842 888 941 951 984 998 1000 1039 1095 1109 1144 1148 1196
200,419 442 528 564 637 646 650 717 914 947 955 1026 1119 1188
246 335,538 565 572 642 701 951 994 998 1199
167,528 565 637 642 650 1143 1170
12,400 559 564 665 685
